service_date,collection_timestamp,api_vehicle_timestamp,vehicle_id,route_id,trip_id,direction_id,shape_id,latitude,longitude,approx_shape_dist_traveled,nearest_shape_sequence,projection_error_m
2026-05-23 00:00:00,2026-05-23 00:01:42.91329-07,2026-05-23 00:01:17-07,19044,6641,14925842,1,312530,49.26340103149414,-123.06900024414062,0.0,1,60.72993216566556
2026-05-23 00:00:00,2026-05-23 00:01:42.91329-07,2026-05-23 00:01:21-07,23013,6641,14925612,0,312527,49.26351547241211,-123.13996887207031,8.2755,89,52.42636851031282
2026-05-23 00:00:00,2026-05-23 00:01:42.91329-07,2026-05-23 00:00:54-07,24001,6641,14925839,1,312530,49.265316009521484,-123.23484802246094,12.7136,133,49.33485231624729
2026-05-23 00:00:00,2026-05-23 00:02:13.607899-07,2026-05-23 00:01:44-07,19009,6641,14925613,0,312527,49.267433166503906,-123.24691772460938,0.1448,2,29.188652737194204
2026-05-23 00:00:00,2026-05-23 00:02:13.607899-07,2026-05-23 00:01:33-07,19020,6641,14925841,1,312530,49.26246643066406,-123.07776641845703,1.0471,20,13.227963275831566
2026-05-23 00:00:00,2026-05-23 00:02:13.607899-07,2026-05-23 00:01:55-07,19022,6641,14925840,1,312530,49.263648986816406,-123.13916778564453,5.5394,68,8.753456019260518
2026-05-23 00:00:00,2026-05-23 00:02:13.607899-07,2026-05-23 00:01:48-07,19044,6641,14925842,1,312530,49.26340103149414,-123.06900024414062,0.0,1,60.72993216566556
2026-05-23 00:00:00,2026-05-23 00:02:13.607899-07,2026-05-23 00:01:51-07,23013,6641,14925612,0,312527,49.26351547241211,-123.13966369628906,8.2755,89,30.83989836567069
2026-05-23 00:00:00,2026-05-23 00:02:13.607899-07,2026-05-23 00:01:23-07,24001,6641,14925839,1,312530,49.266998291015625,-123.23975372314453,13.1057,144,28.67681835218982
2026-05-23 00:00:00,2026-05-23 00:02:44.256903-07,2026-05-23 00:02:15-07,19009,6641,14925613,0,312527,49.267433166503906,-123.24691772460938,0.1448,2,29.188652737194204
2026-05-23 00:00:00,2026-05-23 00:02:44.256903-07,2026-05-23 00:02:03-07,19020,6641,14925841,1,312530,49.262451171875,-123.0790023803711,1.2424,21,94.75550698049108
2026-05-23 00:00:00,2026-05-23 00:02:44.256903-07,2026-05-23 00:02:26-07,19022,6641,14925840,1,312530,49.26371765136719,-123.13998413085938,5.5394,68,54.46953824946442
2026-05-23 00:00:00,2026-05-23 00:02:44.256903-07,2026-05-23 00:02:18-07,19044,6641,14925842,1,312530,49.26340103149414,-123.06900024414062,0.0,1,60.72993216566556
2026-05-23 00:00:00,2026-05-23 00:02:44.256903-07,2026-05-23 00:02:22-07,23013,6641,14925612,0,312527,49.26350021362305,-123.1388168334961,8.3261,90,20.962091076193985
2026-05-23 00:00:00,2026-05-23 00:02:44.256903-07,2026-05-23 00:02:20-07,24001,6641,14925839,1,312530,49.266517639160156,-123.24503326416016,13.5001,151,30.344605240855955
2026-05-23 00:00:00,2026-05-23 00:03:14.777164-07,2026-05-23 00:02:28-07,19009,6641,14925613,0,312527,49.26755142211914,-123.24674987792969,0.1448,2,12.057325543400145
2026-05-23 00:00:00,2026-05-23 00:03:14.777164-07,2026-05-23 00:02:32-07,19020,6641,14925841,1,312530,49.262451171875,-123.08438110351562,1.6033,24,64.14242636235248
2026-05-23 00:00:00,2026-05-23 00:03:14.777164-07,2026-05-23 00:02:41-07,19022,6641,14925840,1,312530,49.26371765136719,-123.14044952392578,5.6682,69,43.38984919405526
2026-05-23 00:00:00,2026-05-23 00:03:14.777164-07,2026-05-23 00:02:47-07,19044,6641,14925842,1,312530,49.26318359375,-123.06843566894531,0.3869,8,91.52858516342158
2026-05-23 00:00:00,2026-05-23 00:03:14.777164-07,2026-05-23 00:02:51-07,23013,6641,14925612,0,312527,49.26348114013672,-123.13829803466797,8.3261,90,22.599342354887323
2026-05-23 00:00:00,2026-05-23 00:03:14.777164-07,2026-05-23 00:02:48-07,24001,6641,14925839,1,312530,49.26803207397461,-123.24690246582031,13.7165,156,12.32089345389564
2026-05-23 00:00:00,2026-05-23 00:03:45.285942-07,2026-05-23 00:02:58-07,19009,6641,14925613,0,312527,49.266632080078125,-123.24573516845703,0.294,3,26.402348114131094
2026-05-23 00:00:00,2026-05-23 00:03:45.285942-07,2026-05-23 00:03:03-07,19020,6641,14925841,1,312530,49.262481689453125,-123.08685302734375,1.7432,25,24.269634101888634
2026-05-23 00:00:00,2026-05-23 00:03:45.285942-07,2026-05-23 00:03:11-07,19022,6641,14925840,1,312530,49.26371765136719,-123.14073181152344,5.6682,69,24.259970918221022
2026-05-23 00:00:00,2026-05-23 00:03:45.285942-07,2026-05-23 00:03:18-07,19044,6641,14925842,1,312530,49.26286697387695,-123.0677490234375,0.3403,7,57.95799478552023
2026-05-23 00:00:00,2026-05-23 00:03:45.285942-07,2026-05-23 00:03:20-07,23013,6641,14925612,0,312527,49.26348114013672,-123.13491821289062,8.5062,92,85.33579468278165
2026-05-23 00:00:00,2026-05-23 00:03:45.285942-07,2026-05-23 00:03:19-07,24001,6641,14925839,1,312530,49.268531799316406,-123.24810028076172,13.8943,166,18.011687387377115
2026-05-23 00:00:00,2026-05-23 00:04:15.946648-07,2026-05-23 00:03:47-07,19009,6641,14925613,0,312527,49.26694869995117,-123.24066925048828,0.697,12,25.304189352391564
2026-05-23 00:00:00,2026-05-23 00:04:15.946648-07,2026-05-23 00:03:34-07,19020,6641,14925841,1,312530,49.262550354003906,-123.08888244628906,1.885,26,19.840205967403485
2026-05-23 00:00:00,2026-05-23 00:04:15.946648-07,2026-05-23 00:03:41-07,19022,6641,14925840,1,312530,49.26373291015625,-123.1436996459961,5.8421,71,22.17652363328334
2026-05-23 00:00:00,2026-05-23 00:04:15.946648-07,2026-05-23 00:03:36-07,19044,6641,14925842,1,312530,49.26286697387695,-123.0677490234375,0.3403,7,57.95799478552023
2026-05-23 00:00:00,2026-05-23 00:04:15.946648-07,2026-05-23 00:03:50-07,23013,6641,14925612,0,312527,49.263450622558594,-123.1305160522461,8.85,95,61.931848604963484
2026-05-23 00:00:00,2026-05-23 00:04:15.946648-07,2026-05-23 00:03:19-07,24001,6641,14925839,1,312530,49.268531799316406,-123.24810028076172,13.8943,166,18.011687387377115
2026-05-23 00:00:00,2026-05-23 00:04:46.508226-07,2026-05-23 00:04:16-07,19009,6641,14925613,0,312527,49.2661018371582,-123.2364501953125,0.9528,22,42.71206174538123
2026-05-23 00:00:00,2026-05-23 00:04:46.508226-07,2026-05-23 00:04:38-07,19020,6641,14925841,1,312530,49.26256561279297,-123.09432983398438,2.3085,30,45.44410442303673
2026-05-23 00:00:00,2026-05-23 00:04:46.508226-07,2026-05-23 00:04:40-07,19022,6641,14925840,1,312530,49.26369857788086,-123.1480484008789,6.1863,73,8.333196909794927
2026-05-23 00:00:00,2026-05-23 00:04:46.508226-07,2026-05-23 00:04:06-07,19044,6641,14925842,1,312530,49.26286697387695,-123.0677490234375,0.3403,7,57.95799478552023
2026-05-23 00:00:00,2026-05-23 00:04:46.508226-07,2026-05-23 00:04:21-07,23013,6641,14925612,0,312527,49.263450622558594,-123.12751770019531,9.1958,97,65.40161589529018
2026-05-23 00:00:00,2026-05-23 00:04:46.508226-07,2026-05-23 00:04:34-07,24001,6641,14925614,0,312527,49.267799377441406,-123.247314453125,0.1448,2,57.26981934037085
2026-05-23 00:00:00,2026-05-23 00:05:17.05717-07,2026-05-23 00:04:46-07,19009,6641,14925613,0,312527,49.263832092285156,-123.23242950439453,1.3592,29,24.302565574395306
2026-05-23 00:00:00,2026-05-23 00:05:17.05717-07,2026-05-23 00:05:08-07,19020,6641,14925841,1,312530,49.26285171508789,-123.09774780273438,2.4628,35,53.4749961661038
2026-05-23 00:00:00,2026-05-23 00:05:17.05717-07,2026-05-23 00:05:10-07,19022,6641,14925840,1,312530,49.26373291015625,-123.15166473388672,6.4926,76,50.19173698947311
2026-05-23 00:00:00,2026-05-23 00:05:17.05717-07,2026-05-23 00:04:06-07,19044,6641,14925842,1,312530,49.26286697387695,-123.0677490234375,0.3403,7,57.95799478552023
2026-05-23 00:00:00,2026-05-23 00:05:17.05717-07,2026-05-23 00:04:51-07,23013,6641,14925612,0,312527,49.263450622558594,-123.12713623046875,9.1958,97,37.85878016129932
2026-05-23 00:00:00,2026-05-23 00:05:17.05717-07,2026-05-23 00:05:03-07,24001,6641,14925614,0,312527,49.26776885986328,-123.24732971191406,0.1448,2,57.00492923012429
2026-05-23 00:00:00,2026-05-23 00:05:47.546566-07,2026-05-23 00:05:16-07,19009,6641,14925613,0,312527,49.26356887817383,-123.22750091552734,1.5845,36,164.71854916509025
2026-05-23 00:00:00,2026-05-23 00:05:47.546566-07,2026-05-23 00:05:25-07,19020,6641,14925841,1,312530,49.26285171508789,-123.09788513183594,2.4628,35,63.35897218198855
